ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M,REL_H_M,POB0_14,POB15_64,POB65_MAS,PROM_HNV,PNACENT,PNACENT_F,PNACENT_M,PNACOE,PNACOE_F,PNACOE_M,PRES2015,PRES2015_F,PRES2015_M,PRESOE15,PRESOE15_F,PRESOE15_M,P3YM_HLI,P3YM_HLI_F,P3YM_HLI_M,P3HLINHE,P3HLINHE_F,P3HLINHE_M,P3HLI_HE,P3HLI_HE_F,P3HLI_HE_M,P5_HLI,P5_HLI_NHE,P5_HLI_HE,PHOG_IND,POB_AFRO,POB_AFRO_F,POB_AFRO_M,PCON_DISC,PCDISC_MOT,PCDISC_VIS,PCDISC_LENG,PCDISC_AUD,PCDISC_MOT2,PCDISC_MEN,PCON_LIMI,PCLIM_CSB,PCLIM_VIS,PCLIM_HACO,PCLIM_OAUD,PCLIM_MOT2,PCLIM_RE_CO,PCLIM_PMEN,PSIND_LIM,P3A5_NOA,P3A5_NOA_F,P3A5_NOA_M,P6A11_NOA,P6A11_NOAF,P6A11_NOAM,P12A14NOA,P12A14NOAF,P12A14NOAM,P15A17A,P15A17A_F,P15A17A_M,P18A24A,P18A24A_F,P18A24A_M,P8A14AN,P8A14AN_F,P8A14AN_M,P15YM_AN,P15YM_AN_F,P15YM_AN_M,P15YM_SE,P15YM_SE_F,P15YM_SE_M,P15PRI_IN,P15PRI_INF,P15PRI_INM,P15PRI_CO,P15PRI_COF,P15PRI_COM,P15SEC_IN,P15SEC_INF,P15SEC_INM,P15SEC_CO,P15SEC_COF,P15SEC_COM,P18YM_PB,P18YM_PB_F,P18YM_PB_M,GRAPROES,GRAPROES_F,GRAPROES_M,PEA,PEA_F,PEA_M,PE_INAC,PE_INAC_F,PE_INAC_M,POCUPADA,POCUPADA_F,POCUPADA_M,PDESOCUP,PDESOCUP_F,PDESOCUP_M,PSINDER,PDER_SS,PDER_IMSS,PDER_ISTE,PDER_ISTEE,PAFIL_PDOM,PDER_SEGP,PDER_IMSSB,PAFIL_IPRIV,PAFIL_OTRAI,P12YM_SOLT,P12YM_CASA,P12YM_SEPA,PCATOLICA,PRO_CRIEVA,POTRAS_REL,PSIN_RELIG,TOTHOG,HOGJEF_F,HOGJEF_M,POBHOG,PHOGJEF_F,PHOGJEF_M,VIVTOT,TVIVHAB,TVIVPAR,VIVPAR_HAB,VIVPARH_CV,TVIVPARHAB,VIVPAR_DES,VIVPAR_UT,OCUPVIVPAR,PROM_OCUP,PRO_OCUP_C,VPH_PISODT,VPH_PISOTI,VPH_1DOR,VPH_2YMASD,VPH_1CUART,VPH_2CUART,VPH_3YMASC,VPH_C_ELEC,VPH_S_ELEC,VPH_AGUADV,VPH_AEASP,VPH_AGUAFV,VPH_TINACO,VPH_CISTER,VPH_EXCSA,VPH_LETR,VPH_DRENAJ,VPH_NODREN,VPH_C_SERV,VPH_NDEAED,VPH_DSADMA,VPH_NDACMM,VPH_SNBIEN,VPH_REFRI,VPH_LAVAD,VPH_HMICRO,VPH_AUTOM,VPH_MOTO,VPH_BICI,VPH_RADIO,VPH_TV,VPH_PC,VPH_TELEF,VPH_CEL,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_CVJ,VPH_SINRTV,VPH_SINLTC,VPH_SINCINT,VPH_SINTIC
13,Hidalgo,48,Pachuca de Soto,1,Pachuca de Soto,251,18,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
13,Hidalgo,48,Pachuca de Soto,1,Pachuca de Soto,251,19,60,36,24,*,*,0,59,35,24,59,35,24,57,34,23,56,34,22,52,33,19,0,0,0,*,*,*,3,*,*,*,0,*,4,*,3,7,4,3,18,15,11,4,66.67,4,47,9,1.74,52,31,21,8,5,3,53,32,21,4,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,6,3,3,0,0,0,*,*,52,0,0,0,*,0,*,0,0,0,3,*,*,4,3,*,0,0,0,0,0,0,*,*,0,0,0,0,10,5,5,*,*,0,17,10,7,25,17,8,10.77,11.06,10.32,35,19,16,22,15,7,34,19,15,*,0,*,22,38,25,4,0,0,9,0,0,0,27,24,6,52,4,*,3,17,9,8,60,35,25,26,17,26,17,17,17,3,6,60,3.53,0.74,17,0,3,14,*,*,15,17,0,17,17,0,14,0,17,0,17,0,17,0,17,8,0,16,14,10,9,*,*,11,17,9,11,15,11,12,*,*,0,0,6,0
13,Hidalgo,48,Pachuca de Soto,1,Pachuca de Soto,251,20,24,16,8,0,0,0,24,16,8,24,16,8,23,15,8,23,15,8,22,15,7,0,0,0,*,*,0,0,0,0,0,0,0,*,0,*,*,*,0,5,10,7,3,50,*,15,8,1.73,17,13,4,7,3,4,23,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0,0,*,*,*,0,*,*,*,*,19,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0,*,0,*,*,0,*,19,14,5,13.91,14.4,13,13,8,5,10,7,3,12,7,5,*,*,0,8,16,10,6,0,0,*,0,0,0,10,9,4,18,5,0,*,10,6,4,24,12,12,11,10,11,10,10,10,*,0,24,2.4,0.44,10,0,*,8,0,0,10,10,0,10,10,0,10,6,10,0,10,0,10,0,10,4,0,10,10,7,6,0,3,8,10,8,9,10,9,7,5,*,0,0,*,0
13,Hidalgo,48,Pachuca de Soto,1,Pachuca de Soto,251,21,20,9,11,*,0,*,19,9,10,19,9,10,19,9,10,19,9,10,19,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,*,*,3,9,5,4,122.22,*,11,8,1.78,17,6,11,3,3,0,18,9,9,*,0,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,4,*,3,0,*,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,*,*,0,0,0,0,0,0,0,0,0,0,0,0,4,*,*,*,*,0,*,0,*,13,6,7,12.42,11.67,13.1,10,5,5,9,4,5,9,5,4,*,0,*,5,15,10,*,0,0,*,0,0,*,8,6,5,17,3,0,0,7,4,3,20,8,12,10,7,10,7,7,7,3,0,20,2.86,0.43,7,0,0,7,0,0,7,7,0,7,7,0,7,4,7,0,7,0,7,0,7,*,0,7,6,4,5,*,*,5,6,5,6,6,5,5,*,*,0,0,*,0
13,Hidalgo,48,Pachuca de Soto,1,Pachuca de Soto,251,22,14,8,6,0,0,0,14,8,6,13,7,6,13,7,6,13,7,6,13,7,6,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,8,4,4,75,*,7,6,1.71,13,8,5,*,0,*,13,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,0,*,0,*,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,11,6,5,15.15,13.86,16.67,4,3,*,9,4,5,4,3,*,0,0,0,*,13,9,4,0,0,0,0,0,0,*,11,*,11,0,0,3,7,*,5,14,3,11,8,7,8,7,7,7,*,0,14,2,0.39,7,0,0,7,0,0,7,7,0,7,7,0,7,*,7,0,7,0,7,0,7,*,0,7,7,7,6,*,*,4,7,5,6,6,5,4,0,*,0,0,*,0
13,Hidalgo,48,Pachuca de Soto,1,Pachuca de Soto,251,23,24,19,5,0,0,0,24,19,5,23,18,5,23,18,5,23,18,5,22,17,5,*,*,0,0,0,0,0,0,0,0,0,0,*,*,0,7,4,3,11,5,5,0,26.32,*,19,4,1.11,19,16,3,5,3,*,23,18,5,0,0,0,*,*,0,0,0,0,*,*,0,*,0,*,0,0,0,0,*,*,0,0,0,0,0,*,0,*,*,0,0,*,*,21,*,*,0,0,0,0,0,0,0,*,*,0,4,3,*,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0,*,0,*,20,16,4,14.83,14.94,14.4,14,11,3,9,7,*,11,10,*,3,*,*,*,22,12,13,0,0,*,0,0,0,15,*,6,21,3,0,0,6,5,*,24,19,5,9,6,9,6,6,6,3,0,24,4,0.8,6,0,*,5,0,0,6,6,0,6,6,0,6,*,6,0,6,0,6,0,6,*,0,6,5,4,5,0,*,5,6,4,4,6,5,4,*,*,0,0,0,0
13,Hidalgo,48,Pachuca de Soto,1,Pachuca de Soto,251,24,23,11,12,0,0,0,23,11,12,23,11,12,23,11,12,23,11,12,23,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,11,6,5,109.09,0,13,10,2.91,17,10,7,6,*,5,22,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,9,4,8,*,4,*,*,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,3,*,*,*,0,*,*,*,*,16,7,9,12.35,11.64,13,14,5,9,9,6,3,12,5,7,*,0,*,13,10,4,6,0,0,0,0,0,0,9,9,5,19,*,0,*,9,3,6,23,8,15,13,9,13,9,9,9,4,0,23,2.56,0.51,9,0,*,8,0,*,8,9,0,9,9,0,9,*,9,0,9,0,9,0,9,3,0,9,8,4,6,0,*,8,8,4,7,7,6,5,*,*,0,0,*,0
13,Hidalgo,48,Pachuca de Soto,1,Pachuca de Soto,251,26,108,55,53,*,*,0,104,52,52,104,52,52,95,49,46,92,49,43,87,48,39,*,0,*,8,3,5,10,3,7,3,0,3,5,*,4,8,4,4,26,32,21,11,96.36,14,72,20,2.2,96,51,45,10,3,7,102,52,50,*,0,*,3,*,*,0,0,0,3,*,*,3,0,3,9,10,4,6,14,6,8,0,3,0,0,26,5,18,3,9,*,5,0,66,0,0,0,0,0,0,0,0,0,4,*,3,4,3,*,0,0,0,*,0,*,4,*,3,3,3,0,13,9,4,*,0,*,20,9,11,48,25,23,10.82,10.98,10.63,58,25,33,37,24,13,54,24,30,4,*,3,39,67,34,13,0,0,18,0,*,0,34,45,16,89,9,0,8,34,18,16,108,55,53,46,34,46,34,34,34,4,8,108,3.18,0.71,34,0,9,25,0,4,30,34,0,34,34,0,28,0,34,0,34,0,34,0,34,16,0,32,28,13,18,0,8,26,30,14,17,29,22,18,8,3,0,3,11,0
13,Hidalgo,48,Pachuca de Soto,1,Pachuca de Soto,251,28,74,40,34,5,*,4,69,39,30,66,38,28,60,33,27,58,31,27,56,29,27,5,3,*,4,3,*,6,5,*,*,*,0,*,*,0,9,5,4,21,13,9,4,85,16,47,11,1.67,58,30,28,16,10,6,57,33,24,9,5,4,3,*,*,0,0,0,3,*,*,3,0,3,6,11,6,5,8,4,5,0,0,*,0,13,*,10,*,0,0,*,0,53,*,0,*,0,0,0,0,0,0,*,*,0,4,3,*,0,0,0,*,0,*,*,0,*,0,0,0,3,*,*,0,0,0,12,7,5,41,21,20,12.71,12.55,12.89,40,17,23,17,15,*,37,16,21,3,*,*,17,57,24,13,0,0,19,0,*,0,24,26,10,48,7,*,13,27,12,15,74,34,40,31,27,30,26,27,27,0,4,74,2.74,0.68,27,0,8,19,*,*,24,27,0,27,27,0,23,*,27,0,27,0,27,0,27,18,*,22,18,10,6,3,7,19,24,12,11,23,16,9,5,*,*,*,10,*
13,Hidalgo,48,Pachuca de Soto,1,Pachuca de Soto,251,29,59,35,24,*,0,*,58,35,23,58,35,23,55,34,21,49,30,19,46,27,19,*,0,*,*,*,*,7,4,3,6,4,*,3,3,0,3,*,*,18,18,9,9,68.57,10,35,14,1.56,52,29,23,7,6,*,58,35,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,*,4,*,*,0,*,*,0,20,*,20,0,4,0,*,0,35,0,0,0,0,0,0,0,0,0,*,*,0,*,*,0,0,0,0,0,0,0,*,*,0,3,*,*,6,*,4,0,0,0,7,6,*,31,19,12,12.1,11.93,12.37,33,17,16,22,17,5,32,16,16,*,*,0,22,37,23,11,0,0,*,0,*,*,20,29,6,44,9,0,6,19,6,13,59,16,43,26,19,22,15,19,19,4,3,59,3.11,0.69,19,0,3,16,0,*,18,19,0,19,19,0,19,*,19,0,19,0,19,0,19,5,0,18,17,12,14,0,*,16,19,11,14,19,14,13,4,3,0,0,5,0
13,Hidalgo,48,Pachuca de Soto,1,Pachuca de Soto,251,30,76,47,29,5,3,*,71,44,27,69,42,27,68,41,27,64,37,27,62,36,26,*,*,0,*,*,0,5,5,0,4,4,0,*,*,*,13,5,8,14,23,17,6,61.7,12,46,18,2.18,62,38,24,11,7,4,64,38,26,3,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,*,6,6,3,0,3,3,*,33,8,24,*,10,3,5,*,35,0,0,0,0,0,0,0,0,0,*,*,*,8,*,6,0,0,0,0,0,0,0,0,0,3,3,0,8,6,*,*,*,*,11,6,5,36,18,18,11.65,10.97,12.52,33,18,15,33,21,12,32,18,14,*,0,*,11,63,38,20,0,0,4,0,0,*,29,27,10,44,18,0,12,25,14,11,76,42,34,53,25,48,20,25,25,*,26,76,3.04,0.66,25,0,7,18,*,*,23,25,0,25,25,0,25,6,25,0,25,0,25,0,25,12,0,24,20,16,13,0,5,15,24,14,11,24,16,14,10,*,*,0,8,0
13,Hidalgo,48,Pachuca de Soto,1,Pachuca de Soto,251,31,118,68,50,*,*,*,116,67,49,113,66,47,111,65,46,108,63,45,101,59,42,3,*,*,*,*,*,4,*,*,3,*,*,7,4,3,19,10,9,40,30,19,11,73.53,10,88,20,1.58,93,51,42,25,17,8,107,62,45,6,4,*,*,*,0,0,0,0,*,*,0,*,0,*,4,12,8,4,10,7,*,*,*,3,3,28,9,18,*,3,*,4,*,79,*,*,0,0,0,0,0,0,0,7,4,3,11,5,6,0,0,0,*,*,0,*,*,0,*,*,0,6,3,3,3,*,*,11,6,5,79,45,34,12.78,12.29,13.47,68,34,34,43,31,12,68,34,34,0,0,0,33,85,43,26,0,0,15,0,*,0,45,50,16,90,16,0,12,36,16,20,118,45,73,43,36,31,24,36,36,*,6,118,3.28,0.69,36,0,8,28,*,*,33,36,0,36,36,0,36,6,36,0,36,0,36,0,36,17,0,34,27,25,19,*,5,29,32,20,20,31,24,26,6,8,*,*,10,0
13,Hidalgo,48,Pachuca de Soto,1,Pachuca de Soto,251,32,129,66,63,4,*,3,125,65,60,123,65,58,116,62,54,111,62,49,105,60,45,3,0,3,6,3,3,11,3,8,5,0,5,6,*,4,16,8,8,35,29,15,14,95.45,18,86,25,2.11,101,53,48,24,12,12,122,65,57,*,0,*,3,*,*,0,0,0,3,*,*,3,0,3,3,9,4,5,3,*,*,*,0,*,0,21,10,12,*,7,7,5,*,103,*,0,*,0,0,0,0,0,0,6,*,4,11,5,6,0,0,0,*,*,0,*,*,0,5,3,*,12,8,4,*,0,*,13,8,5,74,39,35,12.23,11.79,12.78,73,40,33,43,22,21,73,40,33,0,0,0,33,96,53,31,0,*,12,0,0,0,48,42,26,99,7,0,23,38,24,14,129,76,53,43,38,42,37,38,38,5,0,129,3.39,0.7,38,0,*,36,0,*,37,38,0,38,38,0,36,9,38,0,38,0,38,0,38,15,*,37,34,25,23,*,11,32,35,23,29,35,33,22,12,7,*,*,4,*
13,Hidalgo,48,Pachuca de Soto,1,Pachuca de Soto,251,33,114,65,49,*,0,*,113,65,48,111,63,48,105,61,44,101,59,42,97,58,39,3,3,0,5,*,4,5,3,*,4,*,*,4,*,3,9,3,6,25,36,22,14,75.38,13,71,30,1.98,105,61,44,9,4,5,111,63,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,4,*,4,*,0,32,14,25,0,6,0,*,*,69,*,*,0,0,0,0,0,0,0,4,*,3,7,*,6,0,0,0,4,*,*,3,*,*,7,6,*,11,6,5,3,*,*,19,13,6,54,29,25,10.78,10.51,11.17,57,34,23,48,27,21,54,34,20,3,0,3,13,101,55,27,0,0,14,0,*,3,39,46,20,91,12,0,11,38,20,18,114,59,55,46,38,44,36,38,38,8,0,114,3,0.71,37,*,8,30,0,5,33,38,0,38,38,0,32,0,38,0,38,0,38,0,38,18,0,36,29,18,18,4,8,27,36,19,17,33,22,24,4,4,0,*,13,0
13,Hidalgo,48,Pachuca de Soto,1,Pachuca de Soto,251,34,117,69,48,4,*,3,113,68,45,110,67,43,105,66,39,102,63,39,98,60,38,3,*,*,5,*,4,7,4,3,3,3,0,4,3,*,13,9,4,33,25,19,6,69.57,15,84,18,1.45,102,58,44,14,10,4,100,59,41,8,6,*,*,*,0,0,0,0,*,*,0,*,0,*,10,15,10,5,11,7,4,0,*,3,0,37,5,30,*,7,0,5,*,67,*,*,*,0,0,0,0,0,0,3,*,*,6,5,*,0,0,0,*,*,0,*,*,0,3,*,*,8,7,*,0,0,0,12,4,8,70,42,28,12.16,11.93,12.51,68,37,31,35,27,8,67,36,31,*,*,0,29,86,45,29,0,0,11,0,*,0,37,43,23,99,7,0,9,38,18,20,117,59,58,54,38,46,30,38,38,4,12,117,3.08,0.69,37,0,9,29,0,0,38,38,0,38,38,0,35,9,38,0,38,0,38,0,38,20,0,34,28,15,16,*,3,23,35,20,25,35,29,17,9,4,*,*,9,0
13,Hidalgo,48,Pachuca de Soto,1,Pachuca de Soto,251,35,22,14,8,0,0,0,22,14,8,22,14,8,20,14,6,20,14,6,19,13,6,0,0,0,*,0,*,*,0,*,0,0,0,*,*,0,4,*,*,8,5,5,0,57.14,*,16,4,2.21,20,13,7,*,*,*,22,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,*,*,0,0,0,0,0,8,*,6,0,*,0,*,0,13,0,0,0,0,0,0,0,0,0,*,*,0,4,*,*,0,0,0,0,0,0,0,0,0,0,0,0,4,3,*,0,0,0,*,*,*,13,9,4,11.6,11.36,12.17,7,4,3,13,10,3,7,4,3,0,0,0,8,14,9,4,0,0,*,0,0,0,12,*,6,21,0,0,*,7,5,*,22,16,6,8,7,7,6,7,7,*,0,22,3.14,0.63,7,0,*,6,0,0,7,7,0,7,7,0,7,0,7,0,7,0,7,0,7,3,0,7,5,3,3,*,*,4,6,5,4,7,5,4,*,0,*,0,*,0
13,Hidalgo,48,Pachuca de Soto,1,Pachuca de Soto,251,36,45,26,19,*,0,*,44,26,18,44,26,18,41,25,16,39,24,15,39,24,15,*,0,*,*,*,*,3,*,*,*,*,*,0,0,0,4,*,*,14,13,7,6,73.08,6,31,8,1.32,38,23,15,7,3,4,44,26,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,3,*,*,0,*,*,*,14,*,10,0,*,0,*,*,27,0,0,0,0,0,0,0,0,0,0,0,0,3,*,*,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,*,0,*,*,*,0,34,20,14,14.03,14.13,13.87,23,15,8,18,10,8,23,15,8,0,0,0,13,32,13,16,0,0,0,0,*,*,15,20,6,38,5,0,*,13,4,9,45,13,32,14,13,13,12,13,13,0,*,45,3.46,0.64,13,0,3,10,0,0,13,13,0,13,13,0,13,*,13,0,13,0,13,0,13,*,0,12,13,11,11,*,*,11,13,13,9,13,13,11,*,*,0,0,0,0
13,Hidalgo,48,Pachuca de Soto,1,Pachuca de Soto,251,37,38,26,12,*,*,0,37,25,12,36,24,12,32,21,11,31,20,11,29,19,10,*,*,0,3,*,*,3,*,*,*,*,0,*,*,*,5,3,*,14,5,4,*,46.15,7,27,4,1.43,31,21,10,7,5,*,29,18,11,7,6,*,*,*,*,0,0,0,*,*,*,*,0,*,*,3,*,*,6,3,*,0,0,*,*,8,*,6,0,0,0,*,*,24,*,*,0,0,0,0,0,0,0,*,*,*,3,*,*,*,0,*,0,0,0,0,0,0,*,*,0,*,*,*,0,0,0,8,4,4,20,14,6,11.65,11.7,11.55,20,12,8,12,9,3,19,11,8,*,*,0,8,30,20,5,0,0,5,0,*,0,13,12,7,33,*,0,3,12,7,5,38,24,14,17,12,9,4,12,12,*,4,38,3.17,0.69,12,0,4,8,0,*,11,12,0,12,12,0,10,*,12,0,12,0,12,0,12,5,0,11,11,5,7,0,*,7,11,5,3,11,9,8,*,3,*,0,3,0
13,Hidalgo,48,Pachuca de Soto,1,Pachuca de Soto,251,38,17,6,11,0,0,0,17,6,11,16,6,10,15,6,9,15,6,9,13,5,8,*,0,*,*,0,*,*,0,*,0,0,0,*,*,*,*,0,*,*,5,*,3,183.33,*,13,*,1.67,14,4,10,3,*,*,16,6,10,0,0,0,*,*,0,0,0,0,*,*,0,*,0,*,4,0,0,0,0,0,0,0,0,0,0,*,*,*,0,0,0,*,0,15,*,0,*,0,0,0,0,0,0,*,*,0,*,0,*,0,0,0,0,0,0,*,*,0,*,0,*,0,0,0,0,0,0,3,*,*,10,4,6,11.4,10.5,12,6,*,5,9,5,4,6,*,5,0,0,0,0,17,17,0,0,0,0,0,0,0,5,8,*,17,0,0,0,6,*,5,17,*,16,9,6,9,6,6,6,*,*,17,2.83,0.68,6,0,*,5,0,*,5,6,0,6,6,0,6,*,6,0,6,0,6,0,6,*,0,6,5,3,4,0,*,4,6,4,4,6,5,5,*,*,0,0,*,0
13,Hidalgo,48,Pachuca de Soto,1,Pachuca de Soto,251,39,46,28,18,0,0,0,46,28,18,44,27,17,40,24,16,33,18,15,30,18,12,*,*,*,4,3,*,11,9,*,7,6,*,3,0,3,5,3,*,10,8,6,*,64.29,13,27,6,2.29,41,24,17,5,4,*,44,27,17,0,0,0,*,*,0,0,0,0,*,*,0,*,0,*,*,3,*,*,4,*,3,0,0,*,0,9,*,8,0,*,*,*,0,33,*,*,0,0,0,0,0,0,0,3,0,3,4,3,*,0,0,0,0,0,0,*,0,*,*,*,0,*,*,0,*,0,*,6,4,*,20,11,9,11.42,11.06,11.87,23,12,11,17,12,5,23,12,11,0,0,0,18,28,11,11,0,0,8,0,0,0,19,13,8,32,6,0,8,14,6,8,46,18,28,16,14,16,14,14,14,*,0,46,3.29,0.58,14,0,5,9,0,0,14,14,0,14,14,0,14,*,14,0,14,0,14,0,14,6,0,14,13,10,8,0,*,12,14,9,8,12,9,9,3,4,0,*,5,0
13,Hidalgo,48,Pachuca de Soto,1,Pachuca de Soto,251,40,62,41,21,*,*,0,61,40,21,57,37,20,52,34,18,48,31,17,42,28,14,5,4,*,4,*,*,8,5,3,4,3,*,6,3,3,4,*,*,22,9,4,5,51.22,14,39,9,1.59,51,35,16,11,6,5,53,34,19,4,3,*,4,*,*,0,0,0,4,*,*,4,0,4,4,0,0,0,4,0,3,0,*,0,0,14,6,7,*,4,0,3,5,42,*,*,0,0,0,0,0,0,0,5,*,3,*,*,*,0,0,0,0,0,0,0,0,0,3,*,*,6,*,4,*,*,0,14,9,5,20,15,5,10.5,10.97,9.65,29,19,10,23,15,8,29,19,10,0,0,0,15,47,28,8,0,0,10,0,0,*,16,23,13,58,*,0,*,19,6,13,62,16,46,22,19,20,17,19,19,3,0,62,3.26,0.71,19,0,3,16,*,*,16,19,0,19,19,0,14,*,19,0,19,0,19,0,19,11,0,16,10,4,8,0,3,14,19,6,8,15,10,14,5,*,0,*,9,0
13,Hidalgo,48,Pachuca de Soto,1,Pachuca de Soto,251,41,25,12,13,0,0,0,25,12,13,22,11,11,20,9,11,19,8,11,19,8,11,4,*,*,*,*,0,*,*,0,*,*,0,0,0,0,3,*,*,5,6,*,4,108.33,6,16,3,1.67,24,12,12,*,0,*,22,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,*,10,0,*,0,*,0,13,*,0,*,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,*,*,*,*,0,*,3,0,3,0,0,0,7,3,4,6,4,*,9.21,10.63,8.18,17,7,10,3,*,*,17,7,10,0,0,0,11,14,9,5,0,0,*,0,0,0,7,9,4,17,4,0,4,8,3,5,25,9,16,14,8,14,8,8,8,3,3,25,3.13,0.76,8,0,*,7,0,0,8,8,0,8,8,0,7,0,8,0,8,0,8,0,8,3,0,8,8,4,5,*,*,6,8,3,3,8,5,4,*,*,0,0,3,0
13,Hidalgo,48,Pachuca de Soto,1,Pachuca de Soto,251,42,29,14,15,0,0,0,29,14,15,29,14,15,28,13,15,28,13,15,24,11,13,0,0,0,*,*,0,*,*,0,0,0,0,4,*,*,4,3,*,9,5,4,*,107.14,*,26,*,1.15,23,10,13,6,4,*,24,10,14,5,4,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,*,0,0,0,9,*,7,*,3,0,*,*,19,0,0,0,0,0,0,0,0,0,4,*,*,3,*,*,0,0,0,*,0,*,*,0,*,0,0,0,*,0,*,0,0,0,10,4,6,15,8,7,11.7,12.67,10.93,15,6,9,13,7,6,15,6,9,0,0,0,7,22,17,3,0,0,*,0,*,0,15,10,3,22,6,0,*,9,3,6,29,13,16,9,9,8,8,9,9,0,0,29,3.22,0.64,9,0,*,8,0,0,9,9,0,9,9,0,9,4,9,0,9,0,9,0,9,*,0,8,7,5,7,*,0,5,8,8,6,9,9,4,4,4,*,0,0,0
13,Hidalgo,48,Pachuca de Soto,1,Pachuca de Soto,251,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
