ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,P_18YMAS,P_18YMAS_M,P_18YMAS_F
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0404,38,194,89,105
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0404,39,26,12,14
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0404,40,109,53,56
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0404,41,159,81,78
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0404,42,41,21,20
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0404,45,190,84,106
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0404,46,85,38,47
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0404,47,40,16,24
9,Ciudad de México,8,La Magdalena Contreras,1,Total AGEB urbana,0423,0,6429,3040,3389
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,1,302,139,163
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,2,108,46,62
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,3,130,65,65
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,4,142,69,73
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,5,166,80,86
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,7,169,83,86
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,8,35,16,19
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,11,126,61,65
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,12,268,128,140
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,13,349,171,178
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,15,109,53,56
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,17,47,17,30
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,25,116,56,60
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,26,151,80,71
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,28,221,104,117
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,30,103,49,54
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,31,152,69,83
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,32,146,67,79
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,33,149,67,82
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,34,301,141,160
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,35,151,69,82
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,36,105,44,61
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,37,80,38,42
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,39,59,25,34
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,40,182,90,92
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,41,81,42,39
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,42,91,41,50
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,43,261,112,149
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,45,148,66,82
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,46,53,23,30
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,47,69,28,41
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,48,117,56,61
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,50,*,*,*
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,51,60,29,31
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,52,41,22,19
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,53,128,60,68
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,54,111,56,55
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,55,183,92,91
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,56,229,109,120
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,57,102,51,51
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,58,53,25,28
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,59,35,19,16
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,60,96,47,49
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,61,221,103,118
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,62,72,33,39
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,63,31,14,17
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,64,198,95,103
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,65,73,37,36
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,66,84,39,45
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0423,67,21,12,9
9,Ciudad de México,8,La Magdalena Contreras,1,Total AGEB urbana,0438,0,4470,2161,2309
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0438,2,198,98,100
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0438,3,815,395,420
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0438,4,163,72,91
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0438,5,504,241,263
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0438,6,130,60,70
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0438,7,56,24,32
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0438,8,541,250,291
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0438,9,244,115,129
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0438,11,106,55,51
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0438,12,41,19,22
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0438,14,74,37,37
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0438,16,154,73,81
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0438,17,198,105,93
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0438,18,92,41,51
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0438,19,55,30,25
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0438,23,144,77,67
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0438,25,68,35,33
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0438,29,*,*,*
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0438,30,369,180,189
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0438,31,48,25,23
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0438,34,55,21,34
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0438,35,179,92,87
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0438,38,16,9,7
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0438,39,86,42,44
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0438,40,73,34,39
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0438,41,55,29,26
9,Ciudad de México,8,La Magdalena Contreras,1,Total AGEB urbana,0457,0,5461,2647,2814
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0457,1,40,16,24
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0457,2,1030,511,519
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0457,4,113,52,61
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0457,5,260,124,136
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0457,6,43,17,26
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0457,7,52,23,29
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0457,8,106,51,55
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0457,9,213,105,108
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0457,12,183,90,93
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0457,13,114,57,57
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0457,16,70,38,32
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0457,17,248,117,131
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0457,18,249,123,126
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0457,20,517,249,268
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0457,21,71,37,34
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0457,22,150,77,73
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0457,23,14,6,8
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0457,24,59,25,34
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0457,25,84,42,42
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0457,26,109,54,55
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0457,27,39,21,18
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0457,28,81,37,44
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0457,29,135,68,67
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0457,30,49,25,24
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0457,31,183,86,97
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0457,33,752,349,403
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0457,34,60,31,29
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0457,35,115,56,59
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0457,36,63,30,33
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0457,37,29,13,16
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0457,38,0,0,0
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0457,39,*,*,*
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0457,40,93,41,52
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0457,41,20,11,9
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0457,42,16,10,6
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0457,43,27,14,13
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0457,44,57,31,26
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0457,45,7,3,4
9,Ciudad de México,8,La Magdalena Contreras,1,Total AGEB urbana,0461,0,6806,3246,3560
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0461,1,945,442,503
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0461,2,867,416,451
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0461,3,107,49,58
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0461,4,0,0,0
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0461,7,172,82,90
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0461,9,128,57,71
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0461,15,517,252,265
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0461,16,126,63,63
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0461,18,349,169,180
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0461,19,151,78,73
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0461,20,73,34,39
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0461,21,235,106,129
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0461,22,449,212,237
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0461,23,117,59,58
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0461,24,159,79,80
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0461,25,157,79,78
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0461,26,67,40,27
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0461,27,85,43,42
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0461,28,253,120,133
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0461,29,232,116,116
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0461,30,0,0,0
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0461,31,314,149,165
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0461,32,36,17,19
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0461,33,89,42,47
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0461,34,92,42,50
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0461,35,57,26,31
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0461,36,14,6,8
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0461,37,84,34,50
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0461,39,0,0,0
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0461,40,175,79,96
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0461,41,49,24,25
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0461,42,153,75,78
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0461,43,102,42,60
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0461,44,62,29,33
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0461,45,82,39,43
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0461,46,58,25,33
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0461,47,*,*,*
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0461,48,24,12,12
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0461,49,43,22,21
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0461,50,24,11,13
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0461,51,34,11,23
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0461,52,39,19,20
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0461,53,29,16,13
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0461,54,53,28,25
9,Ciudad de México,8,La Magdalena Contreras,1,Total AGEB urbana,0476,0,4254,2111,2143
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0476,9,101,51,50
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0476,10,143,70,73
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0476,11,108,50,58
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0476,12,68,34,34
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0476,13,92,46,46
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0476,14,118,55,63
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0476,15,225,113,112
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0476,16,277,136,141
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0476,17,199,100,99
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0476,19,53,25,28
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0476,20,82,39,43
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0476,21,95,50,45
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0476,22,193,97,96
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0476,24,140,67,73
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0476,25,461,221,240
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0476,29,180,100,80
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0476,30,99,51,48
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0476,31,456,213,243
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0476,33,83,43,40
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0476,34,*,*,*
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0476,35,57,23,34
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0476,36,151,71,80
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0476,37,*,*,*
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0476,38,172,99,73
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0476,39,11,4,7
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0476,40,84,44,40
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0476,41,75,36,39
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0476,42,109,55,54
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0476,43,66,38,28
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0476,44,71,37,34
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0476,45,14,6,8
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0476,46,99,49,50
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0476,47,63,33,30
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0476,48,77,37,40
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0476,49,19,11,8
9,Ciudad de México,8,La Magdalena Contreras,1,Total AGEB urbana,0495,0,3404,1576,1828
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0495,1,84,41,43
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0495,2,214,96,118
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0495,3,166,76,90
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0495,4,103,47,56
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0495,5,103,45,58
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0495,6,172,84,88
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0495,7,142,70,72
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0495,8,184,83,101
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0495,9,114,50,64
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0495,10,199,87,112
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0495,11,269,138,131
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0495,12,87,43,44
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0495,13,216,97,119
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0495,14,124,56,68
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0495,15,98,47,51
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0495,17,68,25,43
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0495,18,174,79,95
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0495,19,79,32,47
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0495,20,39,21,18
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0495,21,75,34,41
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0495,22,36,19,17
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0495,23,43,17,26
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0495,24,32,17,15
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0495,25,213,108,105
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0495,26,63,29,34
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0495,27,46,18,28
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0495,28,207,89,118
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0495,29,54,28,26
9,Ciudad de México,8,La Magdalena Contreras,1,Total AGEB urbana,0508,0,1004,389,615
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0508,1,111,50,61
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0508,2,20,8,12
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0508,3,18,8,10
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0508,4,15,7,8
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0508,5,36,11,25
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0508,6,36,12,24
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0508,7,40,14,26
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0508,8,47,15,32
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0508,9,38,12,26
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0508,10,43,15,28
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0508,11,19,7,12
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0508,12,10,3,7
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0508,13,20,6,14
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0508,14,40,9,31
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0508,15,39,18,21
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0508,16,10,5,5
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0508,17,21,10,11
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0508,18,22,9,13
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0508,19,23,10,13
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0508,20,22,7,15
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0508,21,74,37,37
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0508,22,15,3,12
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0508,23,38,17,21
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0508,24,33,11,22
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0508,25,31,9,22
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0508,26,16,8,8
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0508,27,57,19,38
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0508,28,14,5,9
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0508,29,46,21,25
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0508,30,50,23,27
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0508,31,0,0,0
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0508,32,0,0,0
9,Ciudad de México,8,La Magdalena Contreras,1,Total AGEB urbana,0512,0,5899,2806,3093
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0512,1,65,31,34
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0512,2,80,39,41
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0512,3,185,77,108
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0512,4,239,116,123
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0512,5,66,29,37
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0512,6,395,185,210
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0512,7,266,123,143
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0512,8,378,181,197
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0512,9,190,84,106
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0512,10,81,37,44
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0512,11,57,29,28
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0512,12,111,57,54
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0512,13,29,15,14
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0512,15,323,142,181
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0512,16,151,85,66
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0512,17,578,295,283
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0512,18,381,182,199
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0512,19,90,43,47
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0512,20,502,229,273
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0512,21,99,41,58
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0512,22,155,76,79
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0512,23,69,32,37
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0512,24,71,35,36
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0512,26,98,50,48
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0512,27,45,19,26
9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras,0512,28,156,75,81
